FALSE,6224,6225,6225,50.0
FALSE,6224,6225,6225,50.0
FALSE,6224,6226,6224,50.0
FALSE,6224,6223,6225,50.0
FALSE,6223,6224,6224,50.0
FALSE,6222,6224,6223,50.0
FALSE,6222,6222,6221,50.0
FALSE,6221,6220,6221,50.0
FALSE,6220,6219,6220,50.0
FALSE,6219,6217,6219,50.0
FALSE,6214,6213,6213,50.0
FALSE,6189,6191,6191,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
FALSE,0,0,0,50.0
